CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTDESC40000;The Shah has decided to visit Europe to witness first-hand the benefits of industrialisation and enlightenment. Some European monarchs have even taken this occasion to invite the Shah into the European knightly orders. One wonders what effect this will have on him…;;;;;;;;;;;;;x
EVTNAME40000;The Shah visits Europe;;;;;;;;;;;;;x
EVTOPTA40000;Such progress!;;;;;;;;;;;;;x
EVTDESC40001;An envoy has approached us, informing us of his government’s intention to purchase 340 hectares of land near the Jade Bight in order to establish a naval base there. He offers a generous payment of 30.000 Taler as compensation for cession of what would essentially amount to the territories of Heppen and Faehrhuck. This arrangement could rid us of a thinly populated area and help us settle outstanding legal disputes with the territories of Kniphausen and Varel regarding inheritance.;;;;;;;;;;;;;x
EVTNAME40001;The Jade Territory purchase;;;;;;;;;;;;;x
EVTOPTA40001;Sell the territory.;;;;;;;;;;;;;x
EVTOPTB40001;The Jade Bight belongs to us!;;;;;;;;;;;;;x
EVTDESC40002;The negotiations were successful! In return for a payment of 30.000 Taler, the territories of Heppen and Faehrhuck have been transferred to us. Our officials will immediately assess the purchased land and prepare plans for its further development.;;;;;;;;;;;;;x
EVTNAME40002;They accept!;;;;;;;;;;;;;x
EVTOPTA40002;Our flag defies the North Sea’s winds once more.;;;;;;;;;;;;;x
EVTDESC40003;The negotiations have broken down as it slowly became clear that an agreement could not be reached.;;;;;;;;;;;;;x
EVTNAME40003;They refuse!;;;;;;;;;;;;;x
EVTOPTA40003;A hit to our international standing.;;;;;;;;;;;;;x
EVTDESC40004;Chief of the commission Gotthilf Heinrich Ludwig Hagen has finished his own plan for the new naval base and its supporting infrastructure after rejecting several other proposals. Envisioning fortifications, accommodation for navy personnel and several harbour facilities, the plans conform to our as of yet moderate requirements but nevertheless allow for expansion over the next decades. With the creation of the Royal Prussian Admiralty Commission in Oldenburg, the responsible authority for our new acquisition, we can now begin construction work.;;;;;;;;;;;;;x
EVTNAME40004;Starting construction;;;;;;;;;;;;;x
EVTOPTA40004;But what should the name of the port be?;;;;;;;;;;;;;x
EVTDESC40005;In $YEAR$, the new $COUNTRY_ADJ$ North Sea port has begun operations. The presence of thousands of construction workers and navy personnel has turned the previously rural backwater into a bustling port town and attracted members of other professions as well, though shipyards and the navy remain the most important employers. As harbour extensions and new canals are already being discussed to meet the growing demands of our fleet, the port has undoubtedly become the most important base for our naval operations in the North Sea. Originally called Zollern by the Sea, the growing town was named after the King Frederick Wilhelm I in $YEAR$.;;;;;;;;;;;;;x
EVTNAME40005;Wilhelmshaven!;;;;;;;;;;;;;x
EVTOPTA40005;Auf zu neuen Ufern!;;;;;;;;;;;;;x
EVTDESC43800;Charles Sturt, has returned from an attempt to locate the centre of Australia. He has determined that the inland area does not have any large lakes nor an inland sea as was hoped.;Charles Sturt est rentré de l'expédition qui lui a fait explorer le centre de l'Australie. Il a établi que le territoire central ne compte pas de grands lacs ni de mer intérieure, comme on l'espérait.;Charles Sturt ist von seiner vierten Expedition zur Entdeckung des Mittelpunkts von Australien zurückgekehrt. Er hat festgestellt, dass es im Inland entgegen der Hoffnungen keine größeren Binnengewässer bzw. Binnenmeere gibt.;;;;;;;;;;;x
EVTNAME43800;Charles Sturt’s Fourth Expedition;La quatrième expédition de Charles Sturt;Charles Sturts vierte Expedition;;;;;;;;;;;x
EVTOPTA43800;Hooray for Sturt!;Hourra pour Sturt !;Ein Hurra auf Sturt!;;;;;;;;;;;x
EVTDESC43801;Seeking the reward for a south to north crossing of Australia, Robert Burke and William Wills were able to make it all the way to the Gulf of Carpentaria, only to perish at Coopers Creek on their return journey. Their base party had given them up for lost and left Coopers Creek only eight hours before their return.;Recherchant la récompense pour la traversée du sud au nord de l'Australie, Robert Burke et William Wills ont été en mesure de faire tout le chemin vers le golfe de Carpentarie, mais pour périr à Coopers Creek sur le chemin du retour. Leur équipe de base les avait donné pour perdu et avait quitté Coopers Creek seulement huit heures avant leur retour.;Robert Burke und William Wills schafften es auf ihrer mit einer Belohnung dotierten Süd-Nord-Durchquerung Australiens bis zum Gulf of Carpenteria, nur um auf ihrer Rückreise bei Coopers Creek umzukommen. Die Mitglieder ihres Basislagers hatten sie nur acht Stunden vor ihrer Rückkehr verloren gegeben und waren aufgebrochen.;;;;;;;;;;;x
EVTNAME43801;Burke and Wills;Burke & Wills;Burke und Wills;;;;;;;;;;;x
EVTOPTA43801;A tragedy!;Quelle tragédie !;Eine Tragödie!;;;;;;;;;;;x
EVTDESC43802;The Federal government announced that the prize of 200 pounds would be shared among five citizens who submitted essentially identical designs to the national flag design competition. There were over 32,000 entries in all.;Le gouvernement fédéral a annoncé qu'une somme de deux cents livres serait partagée entre les cinq concurrents qui avaient soumis un dessin substantiellement identique pour le projet de drapeau national. Il y eut plus de 32 000 participants.;Die Föderationsregierung gab bekannt, dass die ausgeschriebene Belohnung des Wettbewerbs für die neue Nationalfahne unter fünf Bürgern aufgeteilt werde, die identische Entwürfe eingereicht hatten. Insgesamt gab es über 32.000 Vorschläge.;;;;;;;;;;;x
