CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTDESC100;With the ravages of alcohol taking a daily toll on our people, tearing away, every day with newfound intensity, at the moral and spiritual fabric of our national character, it becomes imperative for us to bond together in defence of public virtue, and to educate and uplift the poor and the downtrodden to the virtues of temperance.’\n\nFor quite some time now, our country has been dealing with increases in the consumption of alcohol. Readily available, and cheap, distilled spirits, in combination with hard working conditions, make the poorer classes especially susceptible to this deadly poison. It comes as no surprise that a $COUNTRY_ADJ$ Temperance League has been formed;Les ravages de l'alcool entament chaque jour, et avec une intensité grandissante le peuple ainsi que le tissu moral et l'esprit de notre nation. Il est donc impératif de nous unir pour défendre la vertu publique, d'élever et d'éduquer le pauvre et l'opprimé aux vertus de la modération.\n\nDepuis quelque temps, notre pays a affaire à une augmentation de la consommation d'alcool. Facilement accessibles et bon marché, les spiritueux distillés, en combinaison avec les conditions de travail difficiles, rendent les classes les plus pauvres particulièrement sensibles à ce poison mortel. Dans ces conditions, il est normal qu'une ligue antialcoolique $COUNTRY_ADJ$ se soit formée.;Die Grausamkeiten des Alkohols zehren mit täglich stärkerer Intensität an unserem Volk, an seiner Moral und am spirituellen Gewebe unseres nationalen Charakters. Daher ist es höchst wichtig für uns, uns zur Verteidigung der öffentlichen Tugend zusammenzuschließen und die Armen und Verzagten dem Lichte der Abstinenz zuzuführen.'\n\nDer Alkoholkonsum in unserem Land ist nun schon seit einiger Zeit permanent gestiegen. Überall und billig erhältliche Branntweine in Kombination mit harten Arbeitsbedingungen lassen die ärmeren Klassen besonders gerne zu diesem tödlichen Gift greifen. Es ist nicht überraschend, dass in $COUNTRY_ADJ$ eine Abstinenzlerliga gebildet wurde.;;;;;;;;;;;x
EVTNAME100;Temperance League;Ligue antialcoolique;Abstinenzlerliga;;;;;;;;;;;x
EVTOPTA100;What’s wrong with a few drinks? *hiccup*;Quel mal y a-t-il à boire quelques verres ? *hips*;Was ist denn so schlimm an ein paar Gläschen? *hicks*;;;;;;;;;;;x
EVTOPTB100;An excellent initiative!;Excellente initiative !;Eine exzellente Initiative!;;;;;;;;;;;x
EVTDESC110;Another Beer Hall has opened in one of our provinces today, adding yet another notch to the province’s reputation as a paradise for ramblers, gamblers and drunkards alike. For every hundred citizens in the province there is now a saloon, brothel, beer hall or other institution of vice and sin. While spirits may serve to raise even the bleakest of moods, the long-term effects of overconsumption are not to be trifled with.;Aujourd'hui, une autre brasserie a ouvert ses portes dans une de nos provinces, agrandissant sa réputation de paradis des joueurs et des ivrognes. Dans cette province, il y a maintenant, pour chaque centaine de citoyens, un saloon, un bordel, un bar, ou tout autre institution où règnent le vice et le péché. Le vin peut faire disparaître la plus mauvaise des humeurs, mais les effets dus à l'abus d'alcool ne sont pas à prendre à la légère.;Eine weitere Bierschänke wurde heute in einer unserer Provinzen eröffnet und steigert den Ruf der Provinz als Paradies für Tunichtgute, Spieler und Säufer noch weiter. Auf hundert Bürger in der Provinz kommt nun ein Saloon, Bordell, Bierhaus oder ein ähnlich lasterhafter Sündenort. Während die Geister des Weins vielleicht selbst die schlechteste Laune bessern mögen, so sind die Langzeiteffekte des Alkoholmissbrauchs nicht ins Lächerliche zu ziehen.;;;;;;;;;;;x
EVTNAME110;Beer Hall Opening;Ouverture d'une brasserie;Bierschänke eröffnet;;;;;;;;;;;x
EVTOPTA110;Cheers!;Santé !;Prost!;;;;;;;;;;;x
EVTOPTB110;Pressure the local government to stop it;Faire pression sur le gouvernement local pour arrêter ça;Druck auf die Lokalregierung ausüben, um dem Einhalt zu gebieten;;;;;;;;;;;x
EVTDESC120;A police raid against a $PROVINCENAME$ bar tonight has provoked a massive public backlash against police and other authorities. Locals, infuriated over the police’s decision to close the bar, further aggravated by an already liberal intake of alcohol, have taken to the streets in what can best be described as a drunken rampage through the city.;Une rafle policière dans un bar, en $PROVINCENAME$, a provoqué ce soir un soulèvement massif des habitants contre la police, et toute autre autorité. D'autres citoyens de la région, enflammés par la nouvelle de la fermeture du bar par la police, sont descendus dans la rue et, aidés par l'alcool, ont déferlé dans la ville comme une véritable marée d'ivrogne.;Eine Polizeirazzia gegen eine Bar in $PROVINCENAME$ heute Abend hat eine gewaltige negative Reaktion der Öffentlichkeit gegen die Polizei und andere Autoritäten hervorgerufen. Bürger, die wütend über die Entscheidung der Polizei zur Schließung der Bar und durch nicht geringen Alkoholgenuss noch weiter entflammt waren, haben die Straßen der Stadt in ein Meer trunkener Raufbolde verwandelt.;;;;;;;;;;;x
EVTNAME120;Drunken Riots;Manifestations d'ivrognes;Trunkene Straßenschlachten;;;;;;;;;;;x
EVTOPTA120;These saloons are becoming a problem;Ces saloons deviennent problématiques.;Diese Saloons werden zu einem Problem;;;;;;;;;;;x
EVTDESC130;Destitution and poverty, along with the other social ills that follow in the wake of a serious alcohol addiction, are becoming ever more widespread in $PROVINCENAME$ and in the entire $STATENAME$ region. Local temperance advocates blame the multitude of venues, bars and beer halls available in $PROVINCENAME$, while other, perhaps less partisan, observers point to unemployment and hard-working conditions as determinant factors behind the epidemic.;La misère et la pauvreté font partie des nombreux maux liés à l'abus d'alcool, qui atteint une consommation alarmante en $PROVINCENAME$, et qui est entrain de s'étendre à la région. Les défenseurs de l'abstinence locale mettent en cause le nombre de bars, saloons et brasseries établies en $PROVINCENAME$, alors que d'autres, peut-être plus observateurs, accusent le chômage et les conditions de travail, seuls responsables de cette sur-consommation d'alcool.;Armut, Verzweiflung und andere Sozialkrankheiten, die durch Alkoholabhängigkeit entstehen, werden immer verbreiteter in $PROVINCENAME$ und in der gesamten Region von $STATENAME$. Lokale Abstinenzbefürworter beschuldigen die große Menge an Etablissements, Bars und Bierschänken in $PROVINCENAME$, während andere, vielleicht weniger parteiische Beobachter, Arbeitslosigkeit und harte Arbeitsbedingungen als Hauptfaktoren für die Epidemie diagnostizieren.;;;;;;;;;;;x
EVTNAME130;Destitution & Poverty;Misère et pauvreté;Armut & Verzweiflung;;;;;;;;;;;x
EVTOPTA130;Close down the bars!;Qu'on ferme les bars !;Schließt die Bars!;;;;;;;;;;;x
EVTOPTB130;We cannot act at this time;Nous ne pouvons rien faire pour le moment.;Wir können im Moment nicht handeln;;;;;;;;;;;x
EVTDESC140;Members of the temperance movement have picketed a saloon in $PROVINCENAME$ today, claiming that the alcohol provided by the institution is responsible for countless broken homes, marriages, windows, noses and lives all across $STATENAME$. The picketers demanded, in no uncertain terms, that the institution be closed, and only a police presence at the scene prevented the picketers from taking that matter into their own hands.;Les membres du mouvement de modération ont manifesté devant un saloon à $PROVINCENAME$ aujourd'hui, en faisant valoir que l'alcool servie par l'institution est responsable de nombreux foyers brisés, des mariages brisés et de vies brisées partout dans $STATENAME$.Les grévistes ont exigé, en termes non équivoques, que l'institution soit fermée, et seule une présence policière sur les lieux a empêché les grévistes de fermer eux-mêmes l’endroit.;Mitglieder der Abstinenzlerbewegung demonstrierten heute vor einem Saloon in $PROVINCENAME$ und behaupteten, dass der dort ausgeschenkte Alkohol an unzähligen kaputten Familien, Ehen, Fenstern, Nasen und Leben in ganz $STATENAME$ Schuld habe. Die Demonstranten verlangten in klaren Worten die Schließung des Etablissements, und nur eine Polizeitruppe vor Ort konnte sie daran hindern, die Sache in ihre eigenen Hände zu nehmen.$STATENAME$.;;;;;;;;;;;x
EVTNAME140;Saloon Picketed;Saloon bloqué;Demonstration vor Saloon;;;;;;;;;;;x
EVTOPTA140;Order the saloon closed;Ordonner la fermeture du saloon;Saloon schließen;;;;;;;;;;;x
EVTOPTB140;People should be free to drink;Les gens devraient être libres de boire.;Die Leute haben ein Recht auf ein Gläschen;;;;;;;;;;;x
EVTDESC150;For it is not in the nature of a man of real, unadulterated faith to spend his life idly wasting away under the shackles of an oppressing and unquestioned vice. We must strive for the betterment of ourselves, and of our communities, by expelling from them, once and for all, the pernicious influence of the spirit in the bottle, and raise our eyes, instead, to the spirit in the sky.’\n\nThe Temperance movement has been gaining traction in $COUNTRY_ADJ$ religious circles, and a tent meeting held in one of our states is a prime expression of that sentiment.;Car ce n'est pas dans la nature d'un véritable homme et sa foi est perturbée, car l’homme perd son temps dans le carcan d’un vice oppressif et débridé. Nous devons nous efforcer d'améliorer le sort de nous-mêmes et de notre communauté, en expulsant de leur part, une fois pour toutes, l'influence pernicieuse de l'esprit de la bouteille, et élevons nos yeux, plutôt, à l'esprit du ciel.\n\n Le mouvement de modération a gagné du terrain en $COUNTRY_ADJ$ dans les cercles religieux, et une réunion qui s'est tenue dans l’une de nos provinces est une preuve de rapprochement entre les religieux et la ligue de modération.;Denn es liegt nicht in der Natur eines Menschen von echtem, ungetrübtem Glauben, sein Leben in den Fesseln eines unterdrückenden und ungebremsten Lasters zu vergeuden. Wir müssen uns selber und unsere Gemeinden zur Besserung führen, indem wir ein für allemal den garstigen Einfluss des Geistes in der Flasche vernichten und unsere Augen stattdessen dem heiligen Geist im Himmel entgegenheben. '\n\nDie Abstinenzbewegung bekommt in den $COUNTRY_ADJ$ Religionskreisen immer mehr Einfluss. Eine Zeltversammlung, die man in einem unserer Staaten abhält, ist eine starke Bestätigung dieses Trends.;;;;;;;;;;;x
EVTNAME150;Religious Temperance;Religion et lutte contre l'alcoolisme;Religiöse Abstinenz;;;;;;;;;;;x
EVTOPTA150;An expedient moment for temperance;C'est le moment d'agir pour la ligue antialcoolique.;Ein angebrachter Moment für die Abstinenz;;;;;;;;;;;x
EVTOPTB150;The temperance movement should bide its time;La ligue antialcoolique devrait attendre le bon moment.;Die Abstinenzlerbewegung sollte auf den rechten Moment warten;;;;;;;;;;;x
