CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
avantgarde_art;Avant-Gardist Art;;;;;;;;;;;;;x
avantgarde_art_desc;The dawn of the 20th century saw the creation of the most innovative movement until that moment. Rising from the ashes of Advancementism, from which inherited the eager desire for innovation, Avant-Gardism had just one goal: the complete destruction of every precedent concept and rule, in total contrast with the precedent artistic movements. This meant the rejection of the Zombie Apocalypse itself as an event of great importance and in the Avant-Gardist works there isn't a single mention of it.;;;;;;;;;;;;;x
avantgarde_literature;Avant-Gardist Literature;;;;;;;;;;;;;x
avantgarde_literature_desc;The dawn of the 20th century saw the creation of the most innovative movement until that moment. Rising from the ashes of Advancementism, from which inherited the eager desire for innovation, Avant-Gardism had just one goal: the complete destruction of every precedent concept and rule, in total contrast with the precedent artistic movements. This meant the rejection of the Zombie Apocalypse itself as an event of great importance and in the Avant-Gardist works there isn't a single mention of it.;;;;;;;;;;;;;x
avantgarde_music;Avant-Gardist Music;;;;;;;;;;;;;x
avantgarde_music_desc;The dawn of the 20th century saw the creation of the most innovative movement until that moment. Rising from the ashes of Advancementism, from which inherited the eager desire for innovation, Avant-Gardism had just one goal: the complete destruction of every precedent concept and rule, in total contrast with the precedent artistic movements. This meant the rejection of the Zombie Apocalypse itself as an event of great importance and in the Avant-Gardist works there isn't a single mention of it.;;;;;;;;;;;;;x
expressionist_art;Ancientist Art;;;;;;;;;;;;;x
expressionist_art_desc;While the Neoromantics limited themselves to the adoration of a past that could be considered relatively near, the Ancientists took it a step further and started admiring the art of the more distant antiquity. Throughout all the movement there was the will to emulate the works that stood the test of time, and even that of the Zombies. The clearest demonstration of this phenomenon was the building of countless arches in innumerable cities.;;;;;;;;;;;;;x
expressionist_literature;Ancientist Literature;;;;;;;;;;;;;x
expressionist_literature_desc;While the Neoromantics limited themselves to the adoration of a past that could be considered relatively near, the Ancientists took it a step further and started admiring the art of the more distant antiquity. Throughout all the movement there was the will to emulate the works that stood the test of time, and even that of the Zombies. There was a renewed interest in Latin, Greek, Aramaic and even the languages once considered barbarians and primitives became objects of study.;;;;;;;;;;;;;x
expressionist_music;Ancientist Music;;;;;;;;;;;;;x
expressionist_music_desc;While the Neoromantics limited themselves to the adoration of a past that could be considered relatively near, the Ancientists took it a step further and started admiring the art of the more distant antiquity. Throughout all the movement there was the will to emulate the works that stood the test of time, and even that of the Zombies.;;;;;;;;;;;;;x
impressionist_art;Neoromantic Art;;;;;;;;;;;;;x
impressionist_art_desc;The emulation of the pre-Apocalypse past became almost an obsession among the Neoromantic, whose only goal was to reignite the artistic flame the Zombies had so violently put out. They based their art on the same premises of the Romanticism, using the few works of the era that hadn't been lost in the turmoil of the previous decades as examples to follow blindly. Some of them even venerated the artists of that period as incarnations of God on earth, and created the Cult of the Greats, a sect that seeked to reach their perfection.;;;;;;;;;;;;;x
impressionist_literature;Neoromantic Literature;;;;;;;;;;;;;x
impressionist_literature_desc;The emulation of the pre-Apocalypse past became almost an obsession among the Neoromantic, whose only goal was to reignite the artistic flame the Zombies had so violently put out. They based their art on the same premises of the Romanticism, using the few works of the era that hadn't been lost in the turmoil of the previous decades as examples to follow blindly. Some of them even venerated the artists of that period as incarnations of God on earth, and created the Cult of the Greats, a sect that seeked to reach their perfection.;;;;;;;;;;;;;x
impressionist_music;Neoromantic Music;;;;;;;;;;;;;x
impressionist_music_desc;The emulation of the pre-Apocalypse past became almost an obsession among the Neoromantic, whose only goal was to reignite the artistic flame the Zombies had so violently put out. They based their art on the same premises of the Romanticism, using the few works of the era that hadn't been lost in the turmoil of the previous decades as examples to follow blindly. Some of them even venerated the artists of that period as incarnations of God on earth, and created the Cult of the Greats, a sect that seeked to reach their perfection.;;;;;;;;;;;;;x
jazz;Gjrablii;;;;;;;;;;;;;x
