CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTDESC70000;Another astounding victory for $COUNTRY$ today, as it has now become clear that $STATE$ will, as has been expected for some time, be taken up into the $COUNTRY_ADJ$ patrimony with full rights of national statehood. One question that still remains to settle is, however, the issue of slavery. Slavery can be extended within our country, and the question on the table is whether we wish to extend the institution to $STATE$, or not?;Encore une victoire stupéfiante pour $COUNTRY$ aujourd'hui, comme il est maintenant devenu clair que $STATE$ sera, comme cela été attendu depuis un certain temps, repris dans le patrimoine $COUNTRY_ADJ$ avec tous les droits d'un Etat national. Un point qui reste à régler est, cependant, la question de l'esclavage. L'esclavage ne peut être étendu dans notre pays, et la question sur la table est de savoir si nous souhaitons proroger l'institution de $STATE$, ou non ?;Heute hat $COUNTRY$ einen weiteren beeindruckenden Sieg erreicht, da nun feststeht, dass $STATE$, wie bereits seit einiger Zeit erwartet wurde, mit vollen Rechten nationaler Eigenstaatlichkeit in das $COUNTRY_ADJ$ Patrimonium aufgenommen werden wird. Die Sklaverei stellt das einzig noch verbleibende Problem dar. Die Sklaverei könnte in unserem Land weiter verbreitet werden, und die Frage ist, ob wir ihre Institution auf $STATE$ ausdehnen sollen oder nicht.;;;;;;;;;;;x
EVTNAME70000;$STATE$ Granted Statehood!;$STATE$ se voit accorder le statut d’état !;$STATE$ erlangt Souveränität!;;;;;;;;;;;x
EVTOPTA70000;Extend Slavery;Étendre l'esclavage;Sklaverei ausdehnen;;;;;;;;;;;x
EVTOPTB70000;Do not extend slavery;Ne pas étendre l'esclavage;Sklaverei nicht ausdehnen;;;;;;;;;;;x
EVTDESC70001;Another astounding victory for $COUNTRY$ today, as it has now become clear that $STATE$ will, as has been expected for some time, be taken up into the $COUNTRY_ADJ$ patrimony with full rights of national statehood.;Aujourd'hui, $COUNTRY$ vient de remporter une étonnante victoire, puisqu'il est désormais clair que $STATE$, comme il fallait s'y attendre, rejoindra le patrimoine $COUNTRY_ADJ$ avec tous les droits inhérents à sa nature étatique.;Heute hat $COUNTRY$ einen weiteren beeindruckenden Sieg erreicht, da nun feststeht, dass $STATE$, wie bereits seit einiger Zeit erwartet wurde, mit vollen Rechten nationaler Eigenstaatlichkeit in das $COUNTRY_ADJ$ Patrimonium aufgenommen werden wird.;;;;;;;;;;;x
EVTNAME70001;$STATE$ Granted Statehood!;$STATE$ se voit accorder le statut d’état !;$STATE$ erlangt Souveränität!;;;;;;;;;;;x
EVTOPTA70001;Excellent!;Parfait !;Hervorragend!;;;;;;;;;;;x
EVTDESC70002;Wave after wave of selling again moved down prices on the Stock Exchange today and billions of pounds were clipped from values. Traders surged about brokerage offices watching their holdings wiped out…. It was one of the worst breaks in history…. For a time, in the morning, the market was showing signs of rallying power…. Then new waves of selling out of poorly margined accounts started another reaction…\n \n $FROMCOUNTRY$ has gone bankrupt and defaulted on all their debts. We must use our military might if we want to safeguard our investors.;;;;;;;;;;;;;x
EVTNAME70002;$FROMCOUNTRY$ goes bankrupt!;$FROMCOUNTRY$ a fait faillite !;$FROMCOUNTRY$ ist bankrott!;;;;;;;;;;;x
EVTOPTA70002;The $FROMCOUNTRY_ADJ$ better pay their debts.;;;;;;;;;;;;;x
EVTDESC70003;"I pledge you; I pledge myself to a new deal for the $FROMCOUNTRY_ADJ$ people. Let us here assembled constitute ourselves prophets of a new order of competence and courage. This is more than a political campaign; it is a call to arms…\n \n A spokesperson of the $COUNTRY_ADJ$ government was quoted saying as the matter of the $FROMCOUNTRY_ADJ$ debt exploded in the press. They went bankrupt again, defying previous treaties and now there’s talk of military intervention to make sure we will get paid.";;;;;;;;;;;;;x
EVTNAME70003;$FROMCOUNTRY$ Defaults in Defiance of our Military!;;;;;;;;;;;;;x
EVTOPTA70003;We are ready to move from the conference to the battlefield table.;;;;;;;;;;;;;x
EVTDESC70004;Any lack of confidence in the economic future of $FROMCOUNTRY$ is foolish, the $FROMCOUNTRY_ADJ$ ruler was quoted as saying, ‘I do not believe that the power and the duty of the $FROMCOUNTRY_ADJ$ Government ought to be extended to the relief of individual suffering…. The lesson should be constantly enforced that though the people support the Government, the Government should not support the people.’\n \n As the $FROMCOUNTRY_ADJ$ defaults on their debts, the civil servants and the economy are suffering greatly from austerity measures. They owed us some money when they defaulted but since the amount is small, we wouldn’t normally take any action. We can choose to act, but not forgiving such a small debt will get some worried and angry reactions from the Great Powers.;;;;;;;;;;;;;x
EVTNAME70004;$FROMCOUNTRY$ Defaults!;;;;;;;;;;;;;x
EVTOPTA70004;$FROMCOUNTRY$ better pay their debts from now on.;;;;;;;;;;;;;x
EVTOPTB70004;We will have our money back.;;;;;;;;;;;;;x
EVTOPTC70004;Issue an official declaration forgiving their debt.;;;;;;;;;;;;;x
EVTDESC72738;After the Crusade for Canada, great swaths of lands came under American control. Both Anglo and French Canadians were liberated thanks the Treaty of Philadelphia. France has recently offered to purchase Quebec from us citing cultural bonds and the need to undo the wrongs of the British Empire done against French Canadians. Some in Washington are in favour of such a deal believing that America is an Anglo nation that French Canadians could never integrate in. There is also the fact the French are currently offering a large sum in exchange for Quebec and America is always in need of more funds. Others argue it would be wrong to transfer Quebec to France without first ensuring French Canadians have a right to home rule even if France would not likely pay the full price currently on the table. Many are adamant that to sell American lands to European powers is an offence to the patriots who died for it.;;;;;;;;;;;;;x
EVTDESC72739;The government of Mexico has declared the Treaty of Guadalupe Hidalgo to be invalid. They are intent on reclaiming all land lost due to the Mexican-American War.;;;;;;;;;;;;;x
EVTNAME72739;The Mexican Reconquista;;;;;;;;;;;;;x
EVTOPTA72739;Let them come! We will drive them back a second time!;;;;;;;;;;;;;x
EVTDESC72740;What an embarrassing day for Empire of Great Britain. Truly we are the laughing stock of Europe for being beaten so badly by our former subjects. Not only has America seized everything north of the 50th Parallel, but they have also taken all British territories in the Caribbean and South America. The Treaty of Philadelphia has also resulted British spheres of influenced in the New World being expelled and replaced with the United States. The British crown has been dented by this defeat and our international reputation is severely stained.;;;;;;;;;;;;;x
EVTDESC72748;All is quiet on the Northern Frontier as the blood of the fallen stains red the snow of Canada. John Quincy Adam once said the United States does not go abroad in search of monsters to destroy, and yet how foolish are we for bringing the beast to our very doorstep. The War Hawks in Washington promised to bring the American people to glory, but instead have brought disaster upon this great nation. Not only does Canada remain under British rule, but now several of the United States northern territories along with our gains from the Oregon Wars have been lost. To make matters worse, the New England states including New York have become another puppet state of the imperial crown. Riots against the statesmen in the District of Colombia for their ignorance are bound to break out. This will be a day that forever haunts the American spirit.;;;;;;;;;;;;;x
EVTDESC72749;There seems to be no end to American aggression. First, they seize Oregon, and now their so-called Manifest Destiny calls for all the Great White North to be in their hands. Diplomacy with these fanatics is useless and who knows what else those war hawks in Washington are planning. To secure the Canadian frontier from the American menace, all colonial dominions must come under direct rule from London.;;;;;;;;;;;;;x
EVTDESC72750;By exerting our influence upon the kingdoms of Norway, Denmark and Sweden, we have made the restoration of the Kalmar Union a possibility. The position of kingmaker is a precarious one, though, and we should consider very carefully to who we should offer this crown. They will certainly be indebted to us, but we should be careful not to draw the ire of those who would have chosen another. \n \n The Swedish house of Bernadotte is young and comes from humble origins, having been elevated to this position by Napoleon himself, only to turn with the winds and fight against him securing their place in the world. The Danish house of Oldenburg is an ancient and prestigious dynasty who harken from the rulers of the original Kalmar Union. Between these two powers stands Norway, who has for centuries been ruled by Danish and Swedish kings, a pawn in their wars - if instead of these two houses, we give the crown to a Norwegian noble of our selection, their loyalty might be more secure. \n \n Who shall it be? ;;;;;;;;;;;;;x
EVTNAME72750;The Unification of Scandinavia;;;;;;;;;;;;;x
EVTOPTA72750;The House of Oldenburg (Denmark);;;;;;;;;;;;;x
EVTOPTB72750;The House of Bernadotte (Sweden);;;;;;;;;;;;;x
EVTOPTC72750;The House of Wedel-Jarlsberg (Norway);;;;;;;;;;;;;x
EVTDESC72664;Our overlord has united Scandinavia and installed a puppet regime to rule it for them. We are expected to contribute to the territorial strength of this new country at the expense of our own.;;;;;;;;;;;;;x
EVTNAME72664;The formation of Scandinavia;;;;;;;;;;;;;x
EVTOPTA72664;We will comply.;;;;;;;;;;;;;x
EVTOPTB72664;They ask too much!;;;;;;;;;;;;;x
