CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
ALTA_CALIFORNIA;Alta California Territory;;;;;;;;;;;;;x
BALTIC_SEA_COAST;Baltic Sea Coast;;;;;;;;;;;;;x
BIG_TEXAS;Texas Territory;;;;;;;;;;;;;x
BLACK_SEA_COAST;Black Sea Coast;;;;;;;;;;;;;x
LOUISIANA_TERRITORY;Louisiana Territory;;;;;;;;;;;;;x
MEDITERRANEAN_SEA_COAST;Mediterranean Sea Coast;;;;;;;;;;;;;x
RHINELAND_REGION;Rhineland;;;;;;;;;;;;;x
SMALL_TEXAS;Eastern Texas;;;;;;;;;;;;;x
SUDETENLAND_REGION;Sudetenland;;;;;;;;;;;;;x
UPPER_RIO_GRANDE;Upper Rio Grande;;;;;;;;;;;;;x
GOLD_NOT_1890;Precious metals before 1890;;;;;;;;;;;;;x
GOLD_1848_NOT_1900;Precious metals after 1848 and before 1900;;;;;;;;;;;;;x
GOLD_1861_NOT_1920;Precious metals after 1860 and before 1920;;;;;;;;;;;;;x
GOLD_1893;Precious metals after 1893;;;;;;;;;;;;;x
DIAMONDS_NOT_1910;Diamonds before 1910;;;;;;;;;;;;;x
DIAMONDS_1867_NOT_1920;Diamonds after 1867 and before 1920;;;;;;;;;;;;;x
RUBBER_1880;Rubber after 1880;;;;;;;;;;;;;x
RUBBER_1890;Rubber after 1890;;;;;;;;;;;;;x
OIL_1870;Oil after 1870;;;;;;;;;;;;;x
OIL_1882;Oil after 1882;;;;;;;;;;;;;x
OIL_1883;Oil after 1883;;;;;;;;;;;;;x
OIL_1885;Oil after 1885;;;;;;;;;;;;;x
OIL_1886;Oil after 1886;;;;;;;;;;;;;x
OIL_1893;Oil after 1893;;;;;;;;;;;;;x
OIL_1896;Oil after 1896;;;;;;;;;;;;;x
OIL_1910;Oil after 1910;;;;;;;;;;;;;x
OIL_1917;Oil after 1917;;;;;;;;;;;;;x
