CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
PROV1;Novo-Arkhangelsk;;;;;;;;;;;;;x
PROV2;Redut Svyatogo-Dionisya;;;;;;;;;;;;;x
PROV3;Novorossiysk;;;;;;;;;;;;;x
PROV4;Pavlovskaya Gavan;;;;;;;;;;;;;x
PROV5;Unalashka;;;;;;;;;;;;;x
PROV6;Yukon River;;;;;;;;;;;;;x
PROV7;Pelly River;;;;;;;;;;;;;x
PROV8;Kuala Kelantan;;;;;;;;;;;;;x
PROV9;Mistassini Post;;;;;;;;;;;;;x
PROV10;San Khew Jong;;;;;;;;;;;;;x
PROV11;Fort Resolution;;;;;;;;;;;;;x
PROV12;Liwa;;;;;;;;;;;;;x
PROV13;Fort Langley;;;;;;;;;;;;;x
PROV14;Vancouver Island;;;;;;;;;;;;;x
PROV15;Port Simpson;;;;;;;;;;;;;x
PROV16;Fort McLeod;;;;;;;;;;;;;x
PROV17;Teslin Post;;;;;;;;;;;;;x
PROV18;Fort St. John;;;;;;;;;;;;;x
PROV19;Fort St. James;;;;;;;;;;;;;x
PROV20;Fort Kamloops;;;;;;;;;;;;;x
PROV21;Kootenae House;;;;;;;;;;;;;x
PROV22;Rocky Mountain House;;;;;;;;;;;;;x
PROV23;Fort Assiniboine;;;;;;;;;;;;;
PROV24;Milk River;;;;;;;;;;;;;x
PROV25;Fort Edmonton;;;;;;;;;;;;;x
PROV26;Chesterfield Inlet;;;;;;;;;;;;;x
PROV27;Repulse Bay;;;;;;;;;;;;;x
PROV28;Cape Dorset;;;;;;;;;;;;;x
PROV29;Kyzylkum Desert;;;;;;;;;;;;;x
PROV30;Cypress Hills;;;;;;;;;;;;;x
PROV31;Fort Fond du Lac;;;;;;;;;;;;;x
PROV32;Fort Carlton;;;;;;;;;;;;;x
PROV33;Spence Bay;;;;;;;;;;;;;x
PROV34;Fort Pitt;;;;;;;;;;;;;x
PROV35;Fort Reliance;;;;;;;;;;;;;x
PROV36;Fort Good Hope;;;;;;;;;;;;;x
PROV37;York Factory;;;;;;;;;;;;;x
PROV38;Fuerte Santa Maria;;;;;;;;;;;;;x
PROV39;Santo Tomás de Castilla;;;;;;;;;;;;;x
PROV40;Fort Confidence;;;;;;;;;;;;;x
PROV41;Fort Ellice;;;;;;;;;;;;;x
PROV42;Fort Garry;;;;;;;;;;;;;x
PROV43;Clarksville;;;;;;;;;;;;;x
PROV44;Guantanámo;;;;;;;;;;;;;x
PROV45;Marigot;;;;;;;;;;;;;x
PROV46;Toronto;;;;;;;;;;;;;x
PROV47;Fort Severn;;;;;;;;;;;;;x
PROV48;Moose Factory;;;;;;;;;;;;;x
PROV49;Fort William;;;;;;;;;;;;;x
PROV50;Nipigon House;;;;;;;;;;;;;x
PROV51;Sault Ste. Marie;;;;;;;;;;;;;x
PROV52;Orillia;;;;;;;;;;;;;x
PROV53;Barrie;;;;;;;;;;;;;x
PROV54;Windsor;;;;;;;;;;;;;x
PROV55;Hamilton;;;;;;;;;;;;;x
PROV56;Kingston;;;;;;;;;;;;;x
PROV57;Bytown;;;;;;;;;;;;;x
PROV58;Montreal;;;;;;;;;;;;;x
PROV59;Fort Churchill;;;;;;;;;;;;;x
PROV60;Richmond;;;;;;;;;;;;;x
PROV61;Fort Ingall;;;;;;;;;;;;;x
PROV62;Seven Islands;;;;;;;;;;;;;x
PROV63;Fort Témiscamingue;;;;;;;;;;;;;x
PROV64;Three Rivers;;;;;;;;;;;;;x
PROV65;Quebec City;;;;;;;;;;;;;x
PROV66;Sherbrooke;;;;;;;;;;;;;x
PROV67;Rimouski;;;;;;;;;;;;;x
PROV68;Saint John;;;;;;;;;;;;;x
PROV69;Fredericton;;;;;;;;;;;;;x
PROV70;Prince Edward Island;;;;;;;;;;;;;x
PROV71;Halifax;;;;;;;;;;;;;x
PROV72;Truro;;;;;;;;;;;;;x
PROV73;Cape Breton Island;;;;;;;;;;;;;x
PROV74;St. John’s;;;;;;;;;;;;;x
PROV75;Burnt Lakes;;;;;;;;;;;;;x
PROV76;Rigolet Post;;;;;;;;;;;;;x
PROV77;Saint-Pierre-et-Miquelon;;;;;;;;;;;;;x
PROV78;Fort Nisqually;;;;;;;;;;;;;x
PROV79;Fort Vancouver;;;;;;;;;;;;;x
PROV80;Fort Nez Percés;;;;;;;;;;;;;x
PROV81;Oregon City;;;;;;;;;;;;;x
PROV82;Goose Lake;;;;;;;;;;;;;x
PROV83;Fort Umpqua;;;;;;;;;;;;;x
PROV84;Wiyot;;;;;;;;;;;;;x
PROV85;Cabo Mednocino;;;;;;;;;;;;;x
PROV86;Sierra Nevada;;;;;;;;;;;;;x
PROV87;Monterey;;;;;;;;;;;;;x
PROV88;Desierto de Mojave;;;;;;;;;;;;;x
PROV89;Presidio de los Ángeles;;;;;;;;;;;;;x
PROV90;Presidio Real de San Diego;;;;;;;;;;;;;x
PROV91;Kullyspell House;;;;;;;;;;;;;x
PROV92;Fort Hall;;;;;;;;;;;;;x
PROV93;Western Bannock;;;;;;;;;;;;;x
PROV94;Washo;;;;;;;;;;;;;x
PROV95;Owyhee;;;;;;;;;;;;;x
PROV96;Las Vegas;;;;;;;;;;;;;x
PROV97;Timpanogos;;;;;;;;;;;;;x
PROV98;Barbones;;;;;;;;;;;;;x
PROV99;Yutas Occidentales;;;;;;;;;;;;;x
PROV100;Gileños;;;;;;;;;;;;;x
PROV101;Gran Cañón;;;;;;;;;;;;;x
PROV102;Presidio de Tucsón;;;;;;;;;;;;;x
PROV103;Fuerte Talpa;;;;;;;;;;;;;x
PROV104;Presidio de San Francisco;;;;;;;;;;;;;x
PROV105;Santa Fe;;;;;;;;;;;;;x
PROV106;Bent’s Fort;;;;;;;;;;;;;x
PROV107;Shoshónes Occidentales;;;;;;;;;;;;;x
PROV108;Yutas Orientales;;;;;;;;;;;;;x
