CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTDESC1000;Karl Marx has published The Communist Manifesto, which has led to workers in $COUNTRY$ to found a party dedicated to advancing the agenda laid out therein. They call themselves socialists and believe in a land ruled by the workers, where the workers control the means of production. Equality, justice, solidarity and democracy are other vital points in the socialists ideology.;;;;;;;;;;;;;x
EVTNAME1000;Socialists;;;;;;;;;;;;;x
EVTOPTA1000;Workers of the world, Unite!;;;;;;;;;;;;;x
EVTDESC1001;‘Comrades, it is a great fact that the misery of the working masses has not diminished from 1836 to $YEAR$ in $COUNTRY$, and yet this period is unrivalled in the development of its industry and the growth of its commerce. Capital is dead labour, that, vampire-like, only lives by sucking living labour, and lives the more, the more labour it sucks. The time during which the labourer works, is the time during which the capitalist consumes the labour-power he has purchased of him. As time passes, all social rules and all relations between individuals are eroded by a cash economy, avarice drags Pluto himself out of the bowels of the earth. In light of this, we want, no, we NEED a free society, where no one is considered to be superior, no one is left behind and where mankind is free from oppression and scarcity. We need a society without a government, without class divisions and where the workers control the means of production. \n The proletarians have nothing to lose but their chains.’;;;;;;;;;;;;;x
EVTNAME1001;The First International;;;;;;;;;;;;;x
EVTOPTA1001;Let the ruling classes tremble at the Communist revolution.;;;;;;;;;;;;;x
EVTDESC1002;‘Instead of the state controlling the law enforcement, the courts and the national defence, the different law systems should be provided by voluntarily-founded private competitors. Money should be privately and competitively provided in an open market and personal and economic activities should be regulated by the natural laws of the market and through private law rather than through politics.’\n \n A group of liberals disgruntled with their lack of economic freedom, and the pace of parliamentary reform, have formed a new faction in $COUNTRY_ADJ$ politics. The Anarcho-Liberals are the revolutionary avantgarde of the liberal ideology, and they will not hesitate to use whatever means necessary to see their ideas of freedom and free trade instituted both in $COUNTRY$ and abroad.;;;;;;;;;;;;;x
EVTNAME1002;The Radical Movement;Les anarcho-libå»¨aux;Anarcho-Liberale;;;;;;;;;;;x
EVTOPTA1002;Power to the people.;Power to the people .;Power to the people .;;;;;;;;;;;x
EVTDESC1003;‘Black shirts of the revolution, men and women of all $COUNTRY$, men and women all over the world, listen: The government has grown weak! We need a party who can unite us, who can give us a strong national identity and who will not be fooled by capitalism’s or communism’s sweet but poisonous voice. $COUNTRY$! $COUNTRY$! Entirely and universally Fascist! $COUNTRY$ of the black shirts, rise to your feet, let the cry of your determination rise to the skies and reach all the world: Everything in the State, nothing outside the State, nothing against the State. Today, together in $COUNTRY$ we have lit a flame that the ages shall not extinguish. Guard that sacred flame, my fascist brothers, until it illuminates $COUNTRY$ and lights again the paths of mankind.’ \n \n The Third Way, or fascists as they might be called, are looking to get a seat in the Upper House.;;;;;;;;;;;;;x
EVTNAME1003;The Third Way;;;;;;;;;;;;;x
EVTOPTA1003;Strength through Unity!;;;;;;;;;;;;;x
EVTDESC1100;A dried-up old traveller has returned from the wilderness. When given a whiskey he says with a hoarse voice ‘Gold! I have found Gold! A mountain of Gold!’;Un vieux voyageur ratatiné est de retour du désert. Il se fait servir un whisky et dit d'une voix rauque 'de l'or ! J'ai trouvé de l'or ! Une montagne d'or !';Ein alter, verdörrter Vagabund ist aus der Wildnis zurückgekehrt. Bei einem Glas Whiskey sagt er mit heiserer Stimme: 'Gold! Ich habe Gold gefunden! Einen Berg von Gold!';;;;;;;;;;;x
EVTNAME1100;Gold Rush-$PROVINCENAME$;Ruée vers l'or;Goldrausch—$PROVINCENAME$;;;;;;;;;;;x
EVTOPTA1100;Gold!;De l'or !;Gold!;;;;;;;;;;;x
EVTDESC1101;A dried-up old traveller has returned from the wilderness in $PROVINCENAME$. When given a whiskey he says with a hoarse voice ‘Gold! I have found Gold! A mountain of Gold!’;Un vieux voyageur ratatiné est de retour du désert. Il se fait servir un whisky et dit d'une voix rauque 'de l'or ! J'ai trouvé de l'or ! Une montagne d'or !';Ein alter, verdörrter Vagabund ist aus der Wildnis zurückgekehrt. Bei einem Glas Whiskey sagt er mit heiserer Stimme: 'Gold! Ich habe Gold gefunden! Einen Berg von Gold!';;;;;;;;;;;x
EVTNAME1101;Gold Rush!;Ruée vers l'or;Goldrausch—$PROVINCENAME$;;;;;;;;;;;x
EVTOPTA1101;Gold!;De l'or !;Gold!;;;;;;;;;;;x
