CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTDESC10000;The relative quiet of the early 19th century was broken with a crashing revelry in $YEAR$, as liberal agitation erupted into open revolution across the continent. The Monarchical Ancien Régimes of Europe could only look on in horror and disgust, as the hymns of the French revolution could again be heard echoing from Europe’s tumultuous streets, and student’s and youth again gathered under republican tricolours, celebrating the ideals, dreams and wishes of a young generation, animated by the powerful message of human liberty-in economic, cultural, social and national affairs-that was European Liberalism.;La relative quiétude du début du XIXe siècle fut interrompue par les festivités tonitruantes de $YEAR$ lorsqu'une agitation libérale se transforma en révolution ouverte sur tout le continent. Les anciens régimes monarchiques européens ne pouvaient qu'y assister, avec horreur et dégoût, tandis que les chants de la Révolution française trouvèrent un nouvel écho dans les rues tumultueuses de l'Europe et que la jeunesse se réunissait sous les bannières tricolores pour célébrer les idéaux, rêves et souhaits de la nouvelle génération, animée par le puissant message de liberté, en termes économiques, culturels, sociaux et nationaux, que représentant le libéralisme européen.;Die relative Ruhe des neunzehnten Jahrhunderts wurde im Jahr $YEAR$ mit einem großen Knall beendet, als sich auf dem ganzen Kontinent liberale Bewegungen in offene Revolutionen verwandelten. Die Monarchien Europas konnten nur entsetzt und voller Verachtung zusehen, wie die Hymnen der französischen Revolution von den Straßen ganz Europas widerhallten, und sich Studenten und Jugendliche wieder unter der republikanischen Trikolore versammelten, um ihre Ideale, Träume und Wünsche zu feiern. Hinter all dem stand die mächtige Botschaft von der menschlichen Freiheit—in wirtschaftlichen, kulturellen, sozialen und nationalen Angelegenheiten—der europäische Liberalismus.;;;;;;;;;;;x
EVTNAME10000;Springtime of Nations;Le printemps des nations;Frühling der Nationen;;;;;;;;;;;x
EVTOPTA10000;We will be freemen, as our fathers were.;Nous serons des hommes libres, comme nos pères l'ont été.;Wir werden alle frei sein, wie es unsere Väter waren.;;;;;;;;;;;x
EVTDESC10001;While Napoleon and his armies has been defeated, the fundamental ideas of the French Revolution have not been. In Germany the old crowns of the Holy Roman Empire have been wrought to naught, and the feudal contracts of old replaced by Napoleonic civil codes. Everywhere in Europe, in coffeehouses and universities, the ideas of liberalism, political reform, freedom of speech, and the rights of peoples, rather than of monarchs, are proving again the old proverb that there is no stopping an idea whose time has come. Minorities long yoked under crowns and sceptres, are waking up to the realization that fate is theirs to make, and, across far away oceans, the riches of Africa and Asia beckon. As the dust settles on Waterloo, Europe stands again at the beginning of a new era: An age of Liberalism.;Alors que Napoléon et ses armées ont été vaincus, les idées fondamentales de la Révolution française perdurent. En Allemagne, les vieilles couronnes du Saint-Empire romain ont été réduites à néant et les contrats féodaux d'antan ont été remplacés par des codes civils napoléoniens. Partout en Europe, dans les cafés comme dans les universités, les idées du libéralisme, de la réforme politique, de la liberté d'expression et des droits des citoyens plutôt que des droits des monarques attestent du fait que le temps est en marche. Les minorités, longtemps sous le joug des royautés, se réveillent et réalisent que leur destin est entre leurs mains et, au-delà des océans, les richesses de l'Afrique et de l'Asie leur tendent les bras. Alors que le souvenir de Waterloo s'estompe, l'Europe est à l'aube d'une ère nouvelle :\nl'ère du libéralisme.;Während Napoleon und seine Armeen besiegt wurden, sind die fundamentalen Ideen der französischen Revolution noch sehr wohl am Leben. In Deutschland wurden die Königshäuser des Heiligen Römischen Reichs Deutscher Nation gestürzt und althergebrachte feudale Verträge durch napoleonisches Bürgerrecht ersetzt. Überall in Europa, in Kaffeehäusern und Universitäten, beweisen die Ideen von Liberalismus, politischen Reformen, Meinungsfreiheit und Bürgerrecht im Gegensatz zum monarchischen Absolutismus die Wahrheit der alten Redensart, dass nichts eine Idee aufhalten kann, deren Zeit gekommen ist. Lange haben Minderheiten unter dem Joch von Kronen und Zeptern gelitten. Nun beginnen sie zu realisieren, dass sie selbst über ihre eigene Zukunft bestimmten können, und jenseits riesiger Ozeane locken die Reichtümer Afrikas und Asiens. Während sich der Staub über Waterloo langsam setzt, steht Europa schon wieder am Beginn eines neuen Zeitalters: einem Zeitalter des Liberalismus.;;;;;;;;;;;x
EVTNAME10001;An Age of Liberalism;Ère du libéralisme;Ein Zeitalter des Liberalismus;;;;;;;;;;;x
EVTOPTA10001;We can expect increased liberal activity in the coming years;Les années à venir promettent d'intenses activités libérales.;In den kommenden Jahren können wir stärkerer liberale Aktivitäten erwarten.;;;;;;;;;;;x
EVTDESC10050;Broken, busted and thrown to the sides lie the barricades, and the tricolours have stopped waving from the window sills. The events that will be recorded by history as the $COUNTRY_ADJ$ Liberal Revolution of $YEAR$ are all in the past, and it seems that we have managed to weather the storm.;Cassé, brisé et rejeté sur les côtés se trouvent les barricades, et les drapeaux tricolores ont cessé de s'agiter des appuis des fenêtres. Les événements qui seront consignés par l'histoire comme la révolution libérale $COUNTRY_ADJ$ de $YEAR$ sont tous du passé, et il semble que nous ayons réussi à traverser la tempête.;Die Barrikaden liegen zersplittert am Straßenrand, und die Trikoloren wehen nicht mehr von den Fenstersimsen. Die Ereignisse, die von der Geschichte als die $COUNTRY_ADJ$ Liberale Revolution von $YEAR$ verzeichnet wurden, liegen nun alle in der Vergangenheit, und es scheint, dass wir den Sturm überstanden haben.;;;;;;;;;;;x
EVTNAME10050;The End of The Revolution;La fin de la révolution;Das Ende der Revolution;;;;;;;;;;;x
EVTOPTA10050;We pray for the fallen;Nous prions pour les morts.;Wir beten für die Gefallenen.;;;;;;;;;;;x
