CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTDESC30000;A delegation representing the leading commercial and manufacturing interests in our nation have proposed holding a World’s Fair in our capital. Holding such an event would provide an excellent opportunity to showcase our economic capabilities and technological expertise to the rest of the world, and could significantly help our exports by popularizing our goods on the world stage. Should we provide support for this idea?;Une délégation représentant les intérêts commerciaux et la fabrication de premier plan dans notre pays, a proposé la tenue d'une exposition universelle dans notre capitale. La portée d'un tel événement serait une excellente occasion de mettre en valeur nos capacités économiques et d'expertise technologique au reste du monde, et pourrait grandement aider nos exportations en popularisant nos produits sur la scène mondiale. Faut-il fournir un appui à cette idée ?;Eine Delegation, die führende Interessen des Handels und der und der Manufakturindustrie repräsentiert, hat vorgeschlagen, eine Weltausstellung in unserer Hauptstadt abzuhalten. Ein solches Vorhaben wäre eine exzellente Gelegenheit, dem Rest der Welt unsere wirtschaftlichen Fähigkeiten und technologische Expertise vorzustellen, und könnte unseren Exporten sehr unter die Arme greifen, indem es unsere Güter auf der Weltbühne bekannt macht. Sollten wir diese Idee unterstützen?;;;;;;;;;;;x
EVTNAME30000;Shall we host a World’s Fair;Devons-nous accueillir une Exposition universelle ?;Sollen wir eine Weltausstellung abhalten?;;;;;;;;;;;x
EVTOPTA30000;An excellent idea! We accept.;Excellente idée ! Nous acceptons.;Eine hervorragende Idee! Wir akzeptieren.;;;;;;;;;;;x
EVTOPTB30000;Our resources would be better used for other purposes.;Nos ressources seraient mieux utilisées à d'autres fins.;Unsere Ressourcen sollten besser für anderes eingesetzt werden.;;;;;;;;;;;x
EVTDESC30001;The world has come to our capital to celebrate this World’s Fair, with national pavilions from other nations and several different buildings and marvels highlighting our economic and cultural prowess to the visitors.;Le monde a rejoint notre capitale pour participer à cette Exposition universelle qui accueille les pavillons des autres nations ainsi que différents édifices et merveilles permettant aux visiteurs de découvrir nos atouts économiques et culturels.;Die Welt ist zu Gast in unserer Hauptstadt, um diese Weltausstellung zu feiern, mit Pavillons aus anderen Ländern und verschiedenerlei Gebäuden, die den Besuchern unsere wirtschaftliche und kulturelle Stärke zeigen.;;;;;;;;;;;x
EVTNAME30001;The World’s Fair Is Opened;L'Exposition universelle est ouverte;Eröffnung der Weltausstellung;;;;;;;;;;;x
EVTOPTA30001;A great spectacle for the world to enjoy!;Un grand spectacle pour le monde entier !;Ein großartiges Spektakel für die ganze Welt!;;;;;;;;;;;x
EVTDESC30002;A delegation representing the leading commercial and manufacturing interests in our nation have proposed holding a Regional Trade Fair in our capital. Holding such an event would provide an excellent opportunity to showcase our economic capabilities and technological expertise to our neighbours, could significantly help our exports by popularizing our goods, and promote good will with our neighbours. Should we provide support for this idea?;Une délégation représentant les intérêts commerciaux et la fabrication dans notre pays, a proposé la tenue d'une foire commerciale régionale dans notre capitale. La portée d'un tel événement serait une excellente occasion de mettre en valeur nos capacités économiques et l'expertise technologique de nos voisins, et pourrait grandement aider nos exportations en popularisant nos biens, et en faisant de la promotion de la bonne volonté entre voisins.\n Faut-il fournir un appui à cette idée ?;Eine Delegation, die führende Interessen des Handels und der Manufakturindustrie repräsentiert, hat vorgeschlagen, eine regionale Handelsausstellung in unserer Hauptstadt abzuhalten. Ein solches Vorhaben wäre eine exzellente Gelegenheit, unseren Nachbarn unsere wirtschaftlichen Fähigkeiten und technologische Expertise vorzustellen, könnte unseren Exporten sehr unter die Arme greifen, und unseren Nachbarn Goodwill zeigen. Sollten wir diese Idee unterstützen?;;;;;;;;;;;x
EVTNAME30002;Shall we host a Regional Trade Fair?;Devons-nous accueillir une foire commerciale régionale ?;Sollen wir eine regionale Handelsausstellung abhalten?;;;;;;;;;;;x
EVTDESC30003;Our neighbours have come to our capital to celebrate this Trade Fair, with national pavilions from other nations and several different buildings and marvels highlighting our economic and cultural prowess to the visitors.;Nos voisins sont venus dans notre capitale pour célébrer cette foire commerciale, avec des pavillons nationaux d'autres pays et plusieurs bâtiments et merveilles mettant en évidence nos prouesses économiques et culturelles pour les visiteurs.;Die Nachbarländer sind zu Gast in unserer Hauptstadt, um diese Handelsausstellung zu feiern, mit Pavillons aus anderen Ländern und verschiedenerlei Gebäuden, die den Besuchern unsere wirtschaftliche und kulturelle Stärke zeigen.;;;;;;;;;;;x
EVTNAME30003;The Regional Trade Fair Is Opened;La foire commerciale régionale est ouverte;Eröffnung der regionalen Handelsausstellung;;;;;;;;;;;x
EVTOPTA30003;A great spectacle for our region to enjoy!;C'est un grand spectacle pour notre région !;Ein großartiges Spektakel für die ganze Region!;;;;;;;;;;;x
EVTDESC30004;A delegation representing the leading commercial and manufacturing interests in our empire have proposed holding a Colonial Exposition in our capital. Holding such an event would provide an excellent opportunity to showcase the economic and cultural wealth of our colonies, could significantly help our exports by popularizing the goods produced in our empire, and further strengthen the support for our empire among our citizens at home. Should we provide support for this idea?;Une délégation de premier plan représentant les intérêts commerciaux et la fabrication dans notre empire a proposé la tenue d'une Exposition coloniale dans notre capitale. La portée d'un tel événement serait une excellente occasion de mettre en valeur la richesse économique et culturelle de nos colonies, et pourrait considérablement aider nos exportations en popularisant les marchandises produites dans notre empire, et de plus renforcer le soutien à notre empire. Faut-il fournir un appui à cette idée ?;Eine Delegation, die führende Interessen des Handels und der Manufakturindustrie repräsentiert, hat vorgeschlagen, eine Kolonialausstellung in unserer Hauptstadt abzuhalten. Ein solches Vorhaben wäre eine exzellente Gelegenheit, dem Rest der Welt die wirtschaftlichen und kulturellen Stärken unserer Kolonien vorzustellen, und könnte unseren Exporten sehr unter die Arme greifen, indem es die Güter unseres Reichs auf der Weltbühne bekannt macht, und auch bei den Bürgern in der Heimat um Unterstützung für das Reich wirbt. Sollten wir diese Idee unterstützen?;;;;;;;;;;;x
EVTNAME30004;Shall we host a Colonial Exposition?;Devons-nous accueillir une exposition coloniale ?;Sollen wir eine Kolonialausstellung abhalten?;;;;;;;;;;;x
EVTDESC30005;Our empire and the world has come to our capital to celebrate this colonial exposition, with pavilions from our various colonies and several different buildings and marvels highlighting the importance of our economic and cultural mission to the visitors, from both home and abroad.;Notre empire et le monde entier sont venus à notre capitale pour célébrer cette exposition coloniale, avec des pavillons de nos diverses colonies et, avec plusieurs bâtiments et merveilles soulignant l'importance de notre mission économique et culturelle pour les visiteurs, tant à domicile qu'à l'étranger.;Unser Reich und die Welt sind zu Gast in unserer Hauptstadt, um diese Kolonialausstellung zu feiern, mit Pavillons aus verschiedenen Kolonien und verschiedenerlei Gebäuden, die den Besuchern die Wichtigkeit unserer wirtschaftlichen und kulturellen Mission zeigen.;;;;;;;;;;;x
EVTNAME30005;The Colonial Exposition Is Opened;L'exposition coloniale est ouverte.;Eröffnung der Kolonialausstellung;;;;;;;;;;;x
EVTOPTA30005;A grand display of the power and wealth of our empire!;Superbe vitrine pour exposer la puissance et les richesses de notre empire !;Eine großartige Schau der Stärke und des Wohlstands unseres Reiches!;;;;;;;;;;;x
EVTDESC30089;Due to incentives and new legislation passed by the Armenian government, the Armenians in our lands are leaving for their newly established nation. We could try and match these incentives to make them stay, or we can simply let them go and return from their diaspora.;;;;;;;;;;;;;x
EVTNAME30089;The Armenian Community in $PROVINCENAME$;;;;;;;;;;;;;x
