CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
EVTDESC160001;We are receiving disturbing reports of anarchy in southern China. A peasant army led by the rebels Feng Yunshan and Wei Changhui has declared the ascendancy of the so-called ‘Heavenly Kingdom’ and driven out local governors. All within the Qing government agree that we cannot recognize these rebels as having credence-if we do, it raises the question of whether the Mandate of Heaven is still held by the Imperial throne. That cannot be allowed, and thus the governors must be given the opportunity to crush the rebels and restore order in the Emperor’s name.;;;;;;;;;;;;;x
EVTNAME160001;Anarchy in the South;;;;;;;;;;;;;x
EVTOPTA160001;Crush them!;;;;;;;;;;;;;x
EVTOPTB160001;Out with the Manchu!;;;;;;;;;;;;;x
EVTDESC160002;We have crushed the ‘Heavenly Kingdom’, and proven to all of China that the Qing Dynasty yet maintains the Mandate of Heaven. We will abide no more insurrections.;;;;;;;;;;;;;x
EVTNAME160002;Taiping Rebellion Defeated;;;;;;;;;;;;;x
EVTOPTA160002;Victory is ours!;;;;;;;;;;;;;x
EVTDESC160003;Even though we are not yet done with the ‘Heavenly Kingdom’, the fact the rebels have forced us to a ceasefire and have not been crushed is being taken by our Chinese subjects as a sign of weakness. Officials are predicting rebellions in many other places in the years to come.;;;;;;;;;;;;;x
EVTNAME160003;Truce With the Heavenly Kingdom;;;;;;;;;;;;;x
EVTOPTA160003;Unacceptable!;;;;;;;;;;;;;x
EVTDESC160004;Though we are not yet done battling the hated Manchu, for the moment the Heavenly Kingdom claims victory. We have forced a truce, and now the Manchu will need to deal with rebellions across their land as the people realize their mandate to rule no longer exists. All the world watches us.;;;;;;;;;;;;;x
EVTNAME160004;Truce With the Manchu;;;;;;;;;;;;;x
EVTOPTA160004;Hooray!!;;;;;;;;;;;;;x
EVTDESC160006;The continued existence of the Taiping rebels is an embarrassment to the Qing government and our Emperor. Calls have been made for the war to resume, and this time for a national effort be started to draft men into the Qing army. There will be considerable resistance, but the Emperor has decreed that the Heavenly Kingdom must be destroyed!;;;;;;;;;;;;;x
EVTNAME160006;The War Against Taiping;;;;;;;;;;;;;x
EVTOPTA160006;The war must continue!;;;;;;;;;;;;;x
EVTOPTB160006;We cannot afford the repercussions of a draft.;;;;;;;;;;;;;x
EVTDESC160007;The truce with the Qing Emperor has come to an end, and already the calls have begun for the Taiping Revolution to continue. The Manchu must be thrown down! All of China must be freed!;;;;;;;;;;;;;x
EVTNAME160007;The War Against the Manchu;;;;;;;;;;;;;x
EVTOPTB160007;We are not ready to wage such a war.;;;;;;;;;;;;;x
EVTDESC160008;We have overthrown the hated Manchu and taken control of all China. Now, as the world watches, the true test comes: transforming the nation into the true Heavenly Kingdom.;;;;;;;;;;;;;x
EVTNAME160008;The Taiping Are Victorious!;;;;;;;;;;;;;x
EVTDESC160009;A troublemaker has arisen in the southern lands. According to reports, this man claims to have received a vision to the effect that he is the younger brother of Jesus Christ and was sent to rid China of the corrupt Manchu Qing Dynasty rulers. He has been winning converts to Christianity, and it seems there are many willing to listen to his words of sedition and join his so-called ‘Heavenly Kingdom’.;;;;;;;;;;;;;x
EVTNAME160009;The Heavenly Kingdom;;;;;;;;;;;;;x
EVTDESC160011;Due to the low value assigned to the birth of daughters, female infanticide has become wide-spread across much of China. The practice has become so common, in fact, it has led to a shortage of women.;;;;;;;;;;;;;x
EVTNAME160011;The Female Shortage;;;;;;;;;;;;;x
EVTDESC160012;We have received reports of Christian missionaries in $PROVINCENAME$, followers of the so-called ‘Heavenly Kingdom’. Their actions would not be so objectionable if they were not also preaching sedition against the Manchu-and, far worse, though provincial governors have attempted to halt the missionaries this has only seemed to stir up support for them even further. There are sightings of their pamphlets all over $STATENAME$ now!;;;;;;;;;;;;;x
EVTNAME160012;Taiping Missionaries;;;;;;;;;;;;;x
EVTOPTA160012;Collect the pamphlets and silence these missionaries-now.;;;;;;;;;;;;;x
EVTOPTB160012;We shall tolerate this, for now.;;;;;;;;;;;;;x
EVTDESC160013;To many people in China, the Qing Dynasty is seen as ineffective and corrupt, ruled by Manchu foreigners. Bitter hatred has been stirring, particularly in the south. This is especially true in $STATENAME$, where there are reports of rioting after a recent confrontation between locals and Manchu officials.;;;;;;;;;;;;;x
EVTNAME160013;Anti-Manchu Sentiment;;;;;;;;;;;;;x
EVTOPTA160013;This cannot be tolerated!;;;;;;;;;;;;;x
EVTDESC160015;The man behind the so-called 'Heavenly Kingdom' has been given a name: Hong Xiuquan. A former farmer who attempted the civil service examinations in Guangzhou and failed, he has now become a charismatic visionary taking advantage of anti-Manchu sentiment in the south. Some say he is crazed and mad, but regardless he is a danger to the Qing Dynasty and his words are finding eager ears.;;;;;;;;;;;x
EVTNAME160015;Hong Xiuquan;;;;;;;;;;;x
EVTOPTA160015;He is of no consequence.;;;;;;;;;;;;;x
EVTDESC160016;Reports have arrived at the palace that a firewood seller by the name of Yang Xiuqing has taken to walking the South lands, claiming to speak with the voice of God. Regardless of his seeming madness, the man has proven very effective at spreading the word of the so-called ‘Heavenly Kingdom’.;;;;;;;;;;;;;x
EVTNAME160016;Yang Xiuqing;;;;;;;;;;;;;x
EVTDESC160017;Followers of the ‘Heavenly Kingdom’ are causing further problems in the south. They are already heavily fortified within $PROVINCENAME$, and many Qing advisors consider it completely beyond our control. Anarchy seems rampant, and all throughout $STATENAME$ these rebels are shouting treason. Can nobody do something about this?;;;;;;;;;;;;;x
EVTNAME160017;Pro-Christian Riots in $STATENAME$!;;;;;;;;;;;;;x
EVTOPTA160017;This is starting to be a problem.;;;;;;;;;;;;;x
EVTDESC160020;The followers of the so-called ‘Heavenly Kingdom’ have spread their influence even further. According to officials in $STATENAME$, the Christian rebels have been spotted in $PROVINCENAME$ and sentiment against the Qing Dynasty is on the rise throughout the entire state.;;;;;;;;;;;;;x
EVTNAME160020;The Taiping Sect Spreads!;;;;;;;;;;;;;x
EVTOPTA160020;Hmm, that’s worrying.;;;;;;;;;;;;;x
EVTDESC160025;Our beloved leader, the glorious and most holy Hong Xiuquan, has passed away-ascended into Heaven to receive his just rewards from God. Those of us who remain must now look to what will become of the Heavenly Kingdom without his guidance. There are some who say that his son, Hong Tianguifu, should be given the reins of power. Others say that Hong Tianguifu is a buffoon and that a republic is the way forward. Finally, a proper theocracy, without a hereditary rule, is another option that is considered.;;;;;;;;;;;;;x
EVTNAME160025;The Death of Hong Xiuquan;;;;;;;;;;;;;x
EVTOPTA160025;Establish a new dynasty under Hong Tianguifu.;;;;;;;;;;;;;x
EVTOPTB160025;The Qing Dynasty must rule once more.;;;;;;;;;;;;;x
EVTOPTC160025;Let the army rule Taiping.;;;;;;;;;;;;;x
EVTOPTD160025;Keep the Theocracy.;;;;;;;;;;;;;x
EVTDESC160026;With our holdings on the mainland lost, all we have left is our stronghold on the island of Formosa. The suggestion among what little remains of the $COUNTRY_ADJ$ government is that we abandon $CAPITAL$ and move the capital to Taibei. This does not guarantee our safety by any means, but it may be the only means of survival we possess.;;;;;;;;;;;;;x
EVTNAME160026;Retreat to Formosa;;;;;;;;;;;;;x
EVTOPTA160026;It seems we have little choice.;;;;;;;;;;;;;x
EVTDESC160027;We no longer believe in the superiority of religion over state and must therefore rid ourselves of the moralist laws of our predecessors. China will no longer be dictated by the restrictive and oppressive laws that were proclaimed by the, so called, ‘brother of Jesus’.;;;;;;;;;;;;;x
EVTNAME160027;End of the Christian Kingdom;;;;;;;;;;;;;x
EVTDESC160502;To many people in China, the Qing Dynasty is seen as ineffective and corrupt, ruled by Manchu foreigners. Bitter hatred has been stirring, particularly in the south. This is especially true in $PROVINCENAME$, where there are reports of rioting after a recent confrontation between locals and Manchu officials.;;;;;;;;;;;;;x
EVTNAME160502;Anti-Manchu Sentiment;;;;;;;;;;;;;x
EVTOPTA160502;A show of force should deal with this.;;Eine Demonstration unserer Macht sollte helfen.;;;;;;;;;;;x
EVTOPTB160502;Do not waste my time with this nonsense!;;Verschwendet meine Zeit nicht mit diesem Unfug!;;;;;;;;;;;x
EVTDESC164506;Water might float a boat, but it can also make it sink.’\n Chinese proverb\n \n The Huang He [Yellow River] is the great river on which our empire-or indeed our civilisation-has been build, sustaining the fields of the millions living within its course and China as a whole. Yet, like the god Hebo, the river is unpredictable and greedy, taking from those whom it uplifts and nourishes. A mighty system of dykes has been built along the river to channel and tame it, and protect those living along it-and China as a whole-from its greed. Sometimes though, it still lashes out and inflicts ruin on all those along its path.;;;;;;;;;;;;;x
EVTNAME164506;The Huang He Floods of $YEAR$!;;;;;;;;;;;;;x
EVTDESC164507;Despite all it brings to China, the Huang He river has also been called the Scourge of the Sons of Han, and with good reason: Throughout history it has flooded numerous times and inflicted unimaginable suffering on our people. Only a few years ago the river lashed out and killed hundreds of thousands, an event we are still recovering from. Few could have predicted the river to be so vicious and return so soon, yet it has. The Huang He has burst its dykes again, flooding the country side and shifting the river hundreds of kilometres to the north.;;;;;;;;;;;;;x
EVTNAME164507;China’s Sorrow;;;;;;;;;;;;;x
EVTOPTA164507;But we haven’t cleared up after last time yet.;;;;;;;;;;;;;x
EVTDESC164508;And once more the Huang He taketh, and more viciously than any time before.;;;;;;;;;;;;;x
EVTNAME164508;The Great Flood of $YEAR$;;;;;;;;;;;;;x
EVTOPTA164508;Not again!;;;;;;;;;;;;;x
