CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
arctic;Tundra;;;;;;;;;;;;;x
arctic_hills;Upland Tundra;;;;;;;;;;;;;x
arctic_steppe;Arctic Steppe;;;;;;;;;;;;;x
boreal;Taiga;;;;;;;;;;;;;x
boreal_hills;Uplands Taiga;;;;;;;;;;;;;x
canal_kiel;Farmlands;;;;;;;;;;;;;x
canal_panama;Montane Jungle;;;;;;;;;;;;;x
canal_suez;Desert;;;;;;;;;;;;;x
coastal_desert;Coastal Desert;;;;;;;;;;;;;x
coral_island;Atoll;;;;;;;;;;;;;x
desert;Desert;;;;;;;;;;;;;x
desert_island;Desert Island;;;;;;;;;;;;;x
desert_sand;Sand Desert;;;;;;;;;;;;;x
dry_island;Dry Tropical Island;;;;;;;;;;;;;x
dry_mountains;Montane Scrublands;;;;;;;;;;;;;x
dryhills;Desert Hills;;;;;;;;;;;;;x
farmland_forest;Forested Farmlands;;;;;;;;;;;;;x
farmland_hills;Hilly Farmlands;;;;;;;;;;;;;x
farmlands;Farmlands;;;;;;;;;;;;;x
floodplain_farmland;Flooded Farmlands;;;;;;;;;;;;;x
floodplain_savanna;Flooded Grasslands;;;;;;;;;;;;;x
forest;Broadleaf Forest;;;;;;;;;;;;;x
forest_conifer;Conifer Forest;;;;;;;;;;;;;x
forest_dry;Dry Forest;;;;;;;;;;;;;x
forest_hills;Mixed Forest Hills;;;;;;;;;;;;;x
forest_island;Insular Forest;;;;;;;;;;;;;x
forest_mixed;Mixed Forest;;;;;;;;;;;;;x
forest_pine;Pine Forest;;;;;;;;;;;;;x
forest_pine_oak;Pine-Oak Forest;;;;;;;;;;;;;x
forest_savanna;Forested Savanna;;;;;;;;;;;;;x
forest_scrub;Scrub Forest;;;;;;;;;;;;;x
forest_steppe;Forest Steppe;;;;;;;;;;;;;x
hills;Grassland Hills;;;;;;;;;;;;;x
himalayan_mountains;Himalayan Mountains;;;;;;;;;;;;;x
ice_sheet;Ice Sheet;;;;;;;;;;;;;x
island_farmlands;Insular Farmlands;;;;;;;;;;;;;x
jungle;Jungle;;;;;;;;;;;;;x
jungle_farmlands;Jungle Farmlands;;;;;;;;;;;;;x
jungle_hills;Jungle Hills;;;;;;;;;;;;;x
